REAL DELTA FILLS-BASED REPORT: 2026-08-21 to 2026-09-26 (UTC)

=== DATE: 2026-08-21 ===

S4 | BT trades: 7 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
| long | 23:30/78067 vs 23:30/78162.24 | 01:00/78159 vs 01:00/78151.0 | 17s | 7s | $-10.32 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

=== DATE: 2026-09-10 ===

S4 | BT trades: 5 | LIVE trades: 4
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/78067 vs 02:00/78044.95 | 04:00/78205 vs 03:00/78349.15 | 45s | -3568s | $-16.62 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 04:00/78205 vs 03:00/78349.15 | 08:00/78343 vs 06:01/78497.5 | -3562s | -7095s | $1.04 | ENTRY_DELAY,EXIT_DELAY |
| short | 08:00/78297 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 18:00/77285 vs 18:00/77307.5 | 20:00/77193 vs 20:00/77166.0 | 4s | 6s | $-4.95 | EXIT_DELAY |
| short | 00:00/77055 vs 00:00/76560.5 | 02:00/76687 vs 02:00/76964.0 | 4s | 5s | $-77.15 | SLIPPAGE |

S4V2 | BT trades: 19 | LIVE trades: 13
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:30/78067 vs 02:30/77995.0 | 03:00/78159 vs 03:00/78349.5 | 8s | 5s | $-26.25 | ENTRY_DELAY,SLIPPAGE |
| long | 03:00/78159 vs 03:00/78335.0 | 06:30/78343 vs 06:04/78426.5 | 12s | -1501s | $-9.25 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 06:30/78297 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 07:00/78343 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 07:30/78297 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 09:30/78159 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 10:00/78021 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 11:30/78021 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 12:00/77883 vs 12:00/77817.5 | 14:00/77009 vs 14:00/77174.615 | 4s | 9s | $-23.11 | EXIT_DELAY,SLIPPAGE |
| long | 14:00/77009 vs 14:00/77202.5 | 15:30/77239 vs 15:30/77112.5 | 17s | 4s | $-32.0 | ENTRY_DELAY,SLIPPAGE |
| short | 15:30/77147 vs 15:30/77101.0 | 16:00/77193 vs 16:00/77226.5 | 11s | 4s | $-7.95 | ENTRY_DELAY,SLIPPAGE |
| long | 16:00/77193 vs 16:00/77222.5 | 16:30/77101 vs 16:30/76917.0 | 10s | 5s | $-21.35 | ENTRY_DELAY,SLIPPAGE |
| short | 16:30/77101 vs 16:30/76899.5 | 17:00/77009 vs 17:00/77163.765 | 12s | 6s | $-35.63 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 17:00/77009 vs 17:00/77145.27 | 18:30/77147 vs 18:30/77051.0 | 12s | 6s | $-23.23 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 18:30/77101 vs 18:30/77046.0 | 19:00/77147 vs 19:00/77222.5 | 13s | 7s | $-13.05 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 19:00/77147 vs 19:00/77231.0 | 20:00/77101 vs 20:00/77150.5 | 15s | 4s | $-3.45 | ENTRY_DELAY |
| short | 20:00/77101 vs 20:00/77156.5 | 20:30/77239 vs 20:30/77255.0 | 10s | 5s | $3.95 | ENTRY_DELAY |
| long | 20:30/77239 vs 20:30/77255.0 | 22:00/77147 vs 22:00/77084.0 | 12s | 18s | $-7.9 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 22:00/77147 vs 22:00/77081.0 | 00:30/76687 vs 00:30/76832.0 | 26s | 6s | $-21.1 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

=== DATE: 2026-09-11 ===

S4 | BT trades: 6 | LIVE trades: 7
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/76687 vs 02:00/76976.0 | 04:00/76825 vs 03:00/76829.0 | 12s | -3577s | $-28.5 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 06:00/76963 vs 06:00/77235.5 | 10:00/77101 vs 10:00/77009.0 | 9s | 3s | $-36.45 | ENTRY_DELAY,SLIPPAGE |
| short | 10:00/77101 vs 10:00/77009.0 | 14:00/77101 vs 14:00/79241.0 | 9s | 7s | $-223.2 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 14:00/77147 vs 14:00/79285.5 | 16:00/79125 vs 16:00/77750.0 | 12s | 11s | $-351.35 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 16:00/79125 vs 16:00/77776.0 | 00:00/77239 vs 00:00/77206.07 | 16s | 9s | $-131.61 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 00:00/77239 vs 00:00/77206.12 | 18:00/77193 vs 18:00/77184.0 | 14s | 8s | $2.39 | ENTRY_DELAY,EXIT_DELAY |
| short | NO_BT_SIGNAL vs 03:00/76828.0 | - | - | - | - | UNMATCHED_LV_TRADE |

S4V2 | BT trades: 13 | LIVE trades: 13
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 00:30/76687 vs 00:30/76818.0 | 02:30/76779 vs 02:30/76792.5 | 14s | 4s | $-11.75 | ENTRY_DELAY,SLIPPAGE |
| long | 04:30/76917 vs 04:30/77175.0 | 05:00/77055 vs 05:00/77092.5 | 3s | 6s | $-22.05 | EXIT_DELAY,SLIPPAGE |
| long | 06:00/77193 vs 06:00/77235.5 | 09:30/77193 vs 09:30/77115.5 | 7s | 3s | $-12.0 | ENTRY_DELAY,SLIPPAGE |
| short | 09:30/77193 vs 09:30/77122.0 | 12:00/76963 vs 12:00/77001.5 | 9s | 3s | $-10.95 | ENTRY_DELAY,SLIPPAGE |
| long | 12:00/77009 vs 12:00/76998.0 | 13:30/77837 vs 13:30/77495.5 | 9s | 5s | $-33.05 | ENTRY_DELAY,SLIPPAGE |
| short | 13:30/77837 vs 13:30/77547.0 | 14:00/77607 vs 14:00/79255.0 | 9s | 7s | $-193.8 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 14:00/77699 vs 14:00/79285.5 | 14:30/79125 vs 14:30/78963.3 | 12s | 6s | $-174.82 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 14:30/79125 vs 14:30/78940.8 | 17:00/77791 vs 17:00/77893.5 | 13s | 6s | $-28.67 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 17:00/77791 vs 17:00/77906.18 | 18:00/77745 vs 18:00/77504.5 | 11s | 4s | $-35.57 | ENTRY_DELAY,SLIPPAGE |
| short | 18:00/77561 vs 18:00/77487.5 | 19:30/77193 vs 19:30/77193.5 | 9s | 4s | $-7.4 | ENTRY_DELAY,SLIPPAGE |
| long | 19:30/77193 vs 19:30/77193.5 | 22:00/77193 vs 22:00/77090.5 | 9s | 7s | $-10.3 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 22:00/77055 vs 22:00/77061.5 | 23:30/77193 vs 23:30/77180.5 | 13s | 22s | $1.9 | ENTRY_DELAY,EXIT_DELAY |
| long | 23:30/77193 vs 23:30/77180.95 | 05:30/77147 vs 05:30/77209.5 | 27s | 8s | $7.46 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

=== DATE: 2026-09-12 ===

S4 | BT trades: 1 | LIVE trades: 2
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 22:00/77239 vs 22:00/77234.57 | 04:00/77147 vs 04:00/77179.5 | 12s | 5s | $3.69 | ENTRY_DELAY |

S4V2 | BT trades: 2 | LIVE trades: 2
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 07:00/77285 vs 07:00/77275.83 | 17:30/77285 vs 17:30/77277.5 | 5s | 4s | $0.17 | OK |
| short | 17:30/77239 vs 17:30/77277.5 | 22:00/77239 vs 22:00/77235.02 | 10s | 12s | $4.25 | ENTRY_DELAY,EXIT_DELAY |

=== DATE: 2026-09-13 ===

S4 | BT trades: 4 | LIVE trades: 3
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 06:00/77331 vs 06:00/77297.2 | 08:00/77147 vs 08:00/77094.0 | 8s | 7s | $-1.92 | ENTRY_DELAY,EXIT_DELAY |
| short | 08:00/77147 vs 08:00/77097.5 | 16:00/76917 vs 16:00/77135.485 | 13s | 13s | $-26.8 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 16:00/76917 vs 16:00/77134.77 | 00:00/77147 vs 00:00/76834.0 | 18s | 9s | $-53.08 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 00:00/77147 vs 00:00/76829.5 | 02:00/76917 vs 02:00/77107.5 | 14s | 5s | $-50.8 | ENTRY_DELAY,SLIPPAGE |

S4V2 | BT trades: 10 | LIVE trades: 9
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/77285 vs 02:00/77301.0 | 04:00/77147 vs 04:00/77179.5 | 13s | 3s | $1.65 | ENTRY_DELAY |
| short | 04:00/77147 vs 04:00/77179.5 | 05:30/77285 vs 05:30/77266.84 | 9s | 6s | $5.07 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 05:30/77285 vs 05:30/77273.84 | 07:00/77147 vs 07:00/77075.5 | 13s | 3s | $-6.03 | ENTRY_DELAY,SLIPPAGE |
| short | 07:00/77147 vs 07:00/77071.0 | 10:00/76779 vs 10:00/76775.0 | 10s | 4s | $-7.2 | ENTRY_DELAY,SLIPPAGE |
| long | 10:00/76779 vs 10:00/76770.5 | 11:00/76641 vs 10:55/76686.0 | 11s | -276s | $5.35 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 12:00/76779 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 13:30/76549 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 14:00/76687 vs 14:00/76832.5 | 15:30/77009 vs 15:30/77035.5 | 14s | 6s | $-11.9 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 16:00/77147 vs 16:00/77135.49 | 22:30/77239 vs 22:30/76832.5 | 19s | 4s | $-39.5 | ENTRY_DELAY,SLIPPAGE |
| short | 22:30/77239 vs 22:30/76815.5 | 01:00/76595 vs 01:00/76768.5 | 9s | 5s | $-59.7 | ENTRY_DELAY,SLIPPAGE |
| short | NO_BT_SIGNAL vs 10:55/76661.5 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-14 ===

S4 | BT trades: 4 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/76917 vs 02:00/77114.0 | 12:00/77975 vs 12:00/77733.0 | 10s | 7s | $-43.9 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 12:00/77975 vs 12:00/77733.0 | 14:00/77883 vs 13:55/78194.29 | 13s | -251s | $-55.33 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 14:00/77929 vs 13:56/78232.5 | 22:00/78803 vs 22:00/78761.0 | -238s | 5s | $-34.55 | ENTRY_DELAY,SLIPPAGE |
| short | 22:00/78803 vs 22:00/78761.0 | 18:00/76641 vs 18:00/76930.75 | 10s | 5s | $-33.17 | ENTRY_DELAY,SLIPPAGE |

S4V2 | BT trades: 13 | LIVE trades: 13
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 01:00/76595 vs 01:00/76771.0 | 04:00/77653 vs 04:00/77575.5 | 10s | 5s | $-25.35 | ENTRY_DELAY,SLIPPAGE |
| short | 04:00/77653 vs 04:00/77561.0 | 07:30/77653 vs 07:30/77682.0 | 10s | 3s | $-12.1 | ENTRY_DELAY,SLIPPAGE |
| long | 08:00/77791 vs 08:00/77869.5 | 08:30/77699 vs 08:30/77713.29 | 3s | 5s | $-6.42 | SLIPPAGE |
| short | 08:30/77699 vs 08:30/77701.93 | 10:00/77837 vs 10:00/78142.56 | 11s | 7s | $-30.26 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 10:00/77883 vs 10:00/78146.06 | 10:30/78021 vs 10:30/77946.5 | 12s | 7s | $-33.76 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 10:30/78021 vs 10:30/77946.5 | 12:30/77929 vs 12:30/77977.925 | 13s | 3s | $-12.34 | ENTRY_DELAY,SLIPPAGE |
| short | 13:00/77837 vs 13:00/77631.5 | 13:30/77791 vs 13:30/77833.0 | 4s | 4s | $-24.75 | SLIPPAGE |
| long | 13:30/77837 vs 13:30/77879.5 | 15:30/78343 vs 15:30/78398.0 | 9s | 6s | $1.25 | ENTRY_DELAY,EXIT_DELAY |
| short | 15:30/78343 vs 15:30/78405.0 | 16:00/78481 vs 16:00/78565.09 | 12s | 4s | $-2.21 | ENTRY_DELAY |
| long | 16:00/78573 vs 16:00/78565.6 | 20:00/79033 vs 20:00/78980.5 | 10s | 5s | $-4.51 | ENTRY_DELAY |
| short | 20:00/79033 vs 20:00/78983.5 | 20:30/79079 vs 20:30/79421.11 | 11s | 16s | $-39.16 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 20:30/79217 vs 20:30/79421.11 | 21:00/79309 vs 21:00/79083.5 | 23s | 4s | $-42.96 | ENTRY_DELAY,SLIPPAGE |
| short | 21:00/79309 vs 21:00/79070.0 | 06:00/77607 vs 05:52/77559.0 | 11s | -466s | $-19.1 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

=== DATE: 2026-09-15 ===

S4 | BT trades: 3 | LIVE trades: 2
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 18:00/76641 vs 18:00/76919.86 | 20:00/76825 vs 20:00/75962.0 | 11s | 5s | $-114.19 | ENTRY_DELAY,SLIPPAGE |
| short | 20:00/76779 vs 20:00/75962.0 | 00:00/75583 vs 00:00/76541.8 | 13s | 48s | $-177.58 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 00:00/75583 vs 00:01/76541.8 | 02:00/75491 vs 02:00/75952.0 | 66s | 32s | $-49.78 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

S4V2 | BT trades: 13 | LIVE trades: 11
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 06:00/77607 vs 05:52/77559.0 | 06:30/77469 vs 06:30/77383.0 | -460s | 4s | $-3.8 | ENTRY_DELAY |
| short | 08:00/77239 vs 07:00/77259.0 | 09:00/77009 vs 09:00/76975.13 | -3594s | 4s | $5.39 | ENTRY_DELAY,SLIPPAGE |
| long | 09:00/77009 vs 09:00/76946.0 | 09:30/76871 vs 09:30/76896.0 | 11s | 5s | $8.8 | ENTRY_DELAY,SLIPPAGE |
| long | 11:00/77009 vs 11:00/77040.14 | 12:00/76917 vs 12:00/76922.0 | 6s | 10s | $-2.61 | ENTRY_DELAY,EXIT_DELAY |
| short | 14:00/76779 vs 14:00/76610.0 | 15:30/76089 vs 15:30/76320.02 | 3s | 4s | $-40.0 | SLIPPAGE |
| long | 15:30/76089 vs 15:30/76356.02 | 17:00/76319 vs 17:00/76361.0 | 10s | 4s | $-22.5 | ENTRY_DELAY,SLIPPAGE |
| long | 17:30/76457 vs 17:30/76499.0 | 19:00/76779 vs 19:00/75974.0 | 4s | 7s | $-84.7 | EXIT_DELAY,SLIPPAGE |
| short | 19:00/76779 vs 19:00/75924.5 | 20:00/76043 vs 20:00/76044.1 | 14s | 56s | $-85.56 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 20:00/76043 vs 20:01/76044.6 | 20:30/76043 vs 20:31/75960.5 | 74s | 74s | $-8.41 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 20:30/75905 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 21:00/75813 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 21:30/75721 vs 21:30/75956.5 | 23:00/75583 vs 23:00/76541.8 | 15s | 35s | $-72.33 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 23:00/75583 vs 23:00/76541.8 | 02:00/75675 vs 02:00/75952.0 | 42s | 30s | $-68.18 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

=== DATE: 2026-09-16 ===

S4 | BT trades: 7 | LIVE trades: 6
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 04:00/75583 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 08:00/75767 vs 07:56/75716.5 | 10:00/75859 vs 10:00/75973.5 | -192s | 4s | $-16.5 | ENTRY_DELAY,SLIPPAGE |
| long | 10:00/75905 vs 10:00/75973.5 | 14:00/76043 vs 14:00/75625.0 | 10s | 3s | $-48.65 | ENTRY_DELAY,SLIPPAGE |
| short | 14:00/76043 vs 14:00/75629.5 | 16:00/75721 vs 16:00/75773.5 | 9s | 5s | $-46.6 | ENTRY_DELAY,SLIPPAGE |
| long | 16:00/75721 vs 16:00/75769.52 | 22:00/75905 vs 22:00/75969.0 | 10s | 4s | $1.55 | ENTRY_DELAY |
| short | 22:00/75905 vs 22:00/75960.0 | 00:00/76043 vs 02:00/76345.5 | 9s | 7203s | $-24.75 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 00:00/76043 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |

S4V2 | BT trades: 13 | LIVE trades: 13
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/75583 vs 02:00/75968.55 | 02:30/75583 vs 02:32/77625.5 | 36s | 120s | $-165.69 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 02:30/75583 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 06:00/75951 vs 06:00/75959.5 | 07:30/75859 vs 07:30/75794.0 | 7s | 3s | $-7.35 | ENTRY_DELAY,SLIPPAGE |
| short | 07:30/75859 vs 07:30/75794.0 | 09:00/75583 vs 09:00/75711.055 | 11s | 4s | $-19.31 | ENTRY_DELAY,SLIPPAGE |
| long | 09:00/75629 vs 09:00/75709.18 | 12:30/76043 vs 12:30/75910.5 | 11s | 3s | $-21.27 | ENTRY_DELAY,SLIPPAGE |
| short | 12:30/76043 vs 12:30/75910.5 | 14:30/75767 vs 14:30/75797.095 | 9s | 3s | $-16.26 | ENTRY_DELAY,SLIPPAGE |
| long | 14:30/75813 vs 14:30/75805.38 | 15:00/75675 vs 15:00/75666.0 | 9s | 2s | $-0.14 | ENTRY_DELAY |
| short | 15:00/75675 vs 15:00/75662.0 | 16:00/75767 vs 16:00/75773.5 | 8s | 3s | $-1.95 | ENTRY_DELAY |
| long | 16:00/75767 vs 16:00/75773.5 | 19:00/75813 vs 18:30/76004.5 | 9s | -1798s | $18.5 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 19:00/75767 vs 19:00/75674.0 | 20:00/75675 vs 20:00/76079.0 | 8s | 2s | $-49.7 | ENTRY_DELAY,SLIPPAGE |
| long | 20:00/75721 vs 20:00/76057.0 | 21:30/76043 vs 21:30/76064.0 | 9s | 3s | $-31.5 | ENTRY_DELAY,SLIPPAGE |
| short | 21:30/76043 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 23:30/75859 vs 23:30/76074.5 | 02:00/76457 vs 02:00/76346.0 | 8s | 3s | $-32.65 | ENTRY_DELAY,SLIPPAGE |
| long | NO_BT_SIGNAL vs 18:30/75953.12 | - | - | - | - | UNMATCHED_LV_TRADE |
| short | NO_BT_SIGNAL vs 22:00/75969.0 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-17 ===

S4 | BT trades: 1 | LIVE trades: 2
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 20:00/76595 vs 20:00/76565.0 | 02:00/76549 vs 02:00/76723.5 | 4s | 4s | $-20.45 | SLIPPAGE |
| long | NO_BT_SIGNAL vs 02:00/76348.0 | - | - | - | - | UNMATCHED_LV_TRADE |

S4V2 | BT trades: 15 | LIVE trades: 14
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/76457 vs 02:00/76346.5 | 03:00/76319 vs 03:00/76364.0 | 9s | 2s | $-15.55 | ENTRY_DELAY,SLIPPAGE |
| long | 03:30/76411 vs 03:00/76369.5 | 04:30/76319 vs 04:30/76183.0 | -1791s | 3s | $-9.45 | ENTRY_DELAY,SLIPPAGE |
| short | 04:30/76319 vs 04:30/76195.0 | 05:00/76319 vs 05:00/76505.0 | 9s | 3s | $-31.0 | ENTRY_DELAY,SLIPPAGE |
| long | 05:00/76365 vs 05:00/76526.0 | 06:00/76411 vs 06:00/76298.0 | 9s | 3s | $-27.4 | ENTRY_DELAY,SLIPPAGE |
| short | 06:00/76365 vs 06:00/76289.0 | 06:30/76411 vs 06:30/76454.5 | 11s | 3s | $-11.95 | ENTRY_DELAY,SLIPPAGE |
| long | 06:30/76457 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 10:00/76503 vs 10:00/76450.5 | 12:00/76457 vs 12:00/76461.19 | 8s | 2s | $-5.67 | ENTRY_DELAY,SLIPPAGE |
| long | 12:00/76503 vs 12:00/76466.19 | 13:00/76825 vs 13:00/76708.5 | 9s | 1s | $-7.97 | ENTRY_DELAY,SLIPPAGE |
| short | 13:00/76825 vs 13:00/76688.5 | 14:00/76595 vs 14:00/76698.955 | 8s | 2s | $-24.05 | ENTRY_DELAY,SLIPPAGE |
| long | 14:00/76641 vs 14:00/76672.46 | 15:00/76779 vs 15:00/76488.5 | 8s | 2s | $-32.2 | ENTRY_DELAY,SLIPPAGE |
| short | 15:00/76733 vs 15:00/76472.5 | 16:00/76595 vs 16:00/76767.5 | 9s | 3s | $-43.3 | ENTRY_DELAY,SLIPPAGE |
| long | 16:00/76641 vs 16:00/76770.0 | 18:00/76733 vs 18:00/76654.5 | 10s | 2s | $-20.75 | ENTRY_DELAY,SLIPPAGE |
| short | 18:00/76687 vs 18:00/76657.0 | 20:30/76687 vs 20:30/76694.5 | 9s | 3s | $-3.75 | ENTRY_DELAY |
| short | 21:00/76549 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 23:00/76411 vs 23:00/76402.32 | 00:30/76319 vs 00:30/76366.5 | 4s | 4s | $5.62 | SLIPPAGE |
| long | NO_BT_SIGNAL vs 07:00/76457.0 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-18 ===

S4 | BT trades: 4 | LIVE trades: 2
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/76641 vs 02:00/76723.5 | 12:00/78021 vs 12:00/78061.0 | 13s | 2s | $-4.25 | ENTRY_DELAY |
| short | 12:00/78021 vs 12:00/78045.0 | 14:00/78159 vs 13:29/78158.0 | 9s | -1821s | $2.5 | ENTRY_DELAY,EXIT_DELAY |
| long | 14:00/78343 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 00:00/81057 vs 00:00/80888.5 | 02:00/80965 vs 02:00/81275.5 | 4s | 2s | $-47.9 | SLIPPAGE |

S4V2 | BT trades: 16 | LIVE trades: 15
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 01:00/76457 vs 01:00/76575.0 | 04:30/77239 vs 04:30/77268.0 | 4s | 3s | $-8.9 | SLIPPAGE |
| short | 04:30/77239 vs 04:30/77268.0 | 05:00/77377 vs 05:00/77567.5 | 11s | 2s | $-16.15 | ENTRY_DELAY,SLIPPAGE |
| long | 05:00/77515 vs 05:00/77543.5 | 06:00/77423 vs 06:00/77472.0 | 9s | 3s | $2.05 | ENTRY_DELAY |
| short | 06:00/77423 vs 06:00/77486.5 | 07:00/77561 vs 07:00/77553.0 | 9s | 3s | $7.15 | ENTRY_DELAY,SLIPPAGE |
| long | 07:30/77699 vs 07:30/77785.0 | 11:30/78113 vs 11:30/78019.0 | 1s | 2s | $-18.0 | SLIPPAGE |
| short | 11:30/78113 vs 11:30/78026.5 | 13:30/78113 vs 13:29/78158.0 | 8s | -12s | $-13.15 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 14:00/78251 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 16:00/80781 vs 16:00/80730.44 | 16:30/80827 vs 16:30/81026.0 | 4s | 2s | $-24.96 | SLIPPAGE |
| long | 16:30/81057 vs 16:30/81000.0 | 17:00/80919 vs 17:00/80827.43 | 8s | 3s | $-3.46 | ENTRY_DELAY |
| short | 17:00/80919 vs 17:00/80815.95 | 18:00/80873 vs 18:00/80973.5 | 9s | 3s | $-20.36 | ENTRY_DELAY,SLIPPAGE |
| long | 18:00/80965 vs 18:00/80926.0 | 19:00/80873 vs 19:00/80927.0 | 12s | 2s | $9.3 | ENTRY_DELAY,SLIPPAGE |
| short | 19:00/80873 vs 19:00/80927.0 | 19:30/81011 vs 19:30/81224.0 | 10s | 2s | $-15.9 | ENTRY_DELAY,SLIPPAGE |
| long | 19:30/81011 vs 19:30/81206.5 | 20:30/81103 vs 20:30/81015.0 | 11s | 5s | $-28.35 | ENTRY_DELAY,SLIPPAGE |
| short | 20:30/81103 vs 20:30/81015.0 | 21:00/81103 vs 21:00/81115.0 | 12s | 4s | $-10.0 | ENTRY_DELAY,SLIPPAGE |
| long | 22:00/81195 vs 22:00/81216.5 | 23:30/81057 vs 23:30/80957.0 | 5s | 7s | $-12.15 | EXIT_DELAY,SLIPPAGE |
| short | 23:30/81057 vs 23:30/80965.0 | 00:30/81011 vs 00:30/81088.5 | 14s | 5s | $-16.95 | ENTRY_DELAY,SLIPPAGE |

=== DATE: 2026-09-19 ===

S4 | BT trades: 5 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
